Region,Hispanic,White,Black,Native,Asian,Pacific
Midwest,4.063891424713087,88.69666429028946,2.2575318156279818,2.4268700463499298,0.8643286588030114,0.0365026943891563
Northeast,6.569573576689008,84.1981824110375,4.32893910822233,0.2881106022626244,2.6524539902892093,0.011020973601016934
South,7.167673548993328,68.309000436373,20.27026335170107,0.879985393769755,1.2801231637949706,0.03490655913806394
West,16.466959429856175,67.6489063039508,1.1954594399914205,5.672779894252742,4.102220281101596,1.3321528490085655
